,Released,Movie,Genre,Budget,Revenue,Trailer,Year
10868,1996-12-06 00:00:00,Losing Chase,,,31176.0,,1996
10869,2012-03-30 00:00:00,Losing Control,Comedy,,0.0,,2012
10870,1995-03-17 00:00:00,Losing Isaiah,Drama,,7564608.0,,1995
10871,2009-12-30 00:00:00,The Loss of a Teardrop Diamond,Drama,,119790.0,,2009
10872,1999-05-28 00:00:00,The Loss of Sexual Innocence,,4000000.0,399793.0,,1999
10873,2001-07-06 00:00:00,Lost and Delirious,,,302365.0,,2001
10874,1999-04-23 00:00:00,Lost and Found,Romantic Comedy,14000000.0,6552255.0,,1999
10875,1979-06-22 00:00:00,Lost and Found,Comedy,,1022374.0,,1979
10876,2009-09-29 00:00:00,The Lost and Found Family,,,0.0,,2009
10877,2013-06-07 00:00:00,Lost and Found in Armenia,Comedy,,122305.0,,2013
10878,1989-05-05 00:00:00,Lost Angels,Drama,,1013619.0,,1989
10879,2011-05-20 00:00:00,Lost Bohemia,Documentary,,23584.0,,2011
10880,2004-02-20 00:00:00,Lost Boys of Sudan,Documentary,,182839.0,,2004
10881,1987-07-31 00:00:00,The Lost Boys,Horror,8500000.0,32222567.0,,1987
10882,2010-10-12 00:00:00,Lost Boys: The Thirst,,,0.0,,2010
10883,2008-07-29 00:00:00,Lost Boys: The Tribe,Horror,,0.0,,2008
10884,2011-12-31 00:00:00,The Lost City of Z,Action,,0.0,,2011
10885,2010-01-26 00:00:00,Lost City Raiders,,,0.0,,2010
10886,2006-04-28 00:00:00,The Lost City,Drama,9600000.0,2484186.0,,2006
10887,2005-01-28 00:00:00,El abrazo partido,Comedy,,189836.0,,2005
10888,2010-12-31 00:00:00,Lost for Words,Comedy,,0.0,,2010
10889,2013-10-18 00:00:00,Lost for Words,Drama,,0.0,,2013
10890,1997-02-21 00:00:00,Lost Highway,Thriller/Suspense,,3796699.0,,1997
10891,1973-01-01 00:00:00,Lost Horizon,,,3000000.0,,1973
10892,1985-02-15 00:00:00,Lost in America,Comedy,,10079206.0,,1985
10893,2003-01-31 00:00:00,Lost in La Mancha,Documentary,,734514.0,,2003
10894,1998-04-03 00:00:00,Lost In Space,Adventure,80000000.0,69117629.0,,1998
10895,2009-12-31 00:00:00,Lost in the Woods,,,0.0,,2009
10896,2003-09-12 00:00:00,Lost in Translation,Drama,4000000.0,44585453.0,,2003
10897,1993-05-14 00:00:00,Lost in Yonkers,Comedy,,9285189.0,,1993
10898,2013-03-01 00:00:00,The Lost Medallion: The Adventures of Billy Stone,Adventure,,549632.0,,2013
10899,2011-12-31 00:00:00,Lost Planet,Action,,0.0,,2011
10900,2009-12-31 00:00:00,Lost Shoes,,,0.0,,2009
10901,2004-02-06 00:00:00,The Lost Skeleton of Cadavra,Comedy,100000.0,110536.0,,2004
10902,2000-10-13 00:00:00,Lost Souls,Thriller/Suspense,28000000.0,16779636.0,,2000
10903,2011-12-31 00:00:00,The Lost Symbol,Thriller/Suspense,,0.0,,2011
10904,2009-12-31 00:00:00,The Lost Tribe,Horror,,0.0,,2009
10905,1945-01-01 00:00:00,The Lost Weekend,,1250000.0,11000000.0,,1945
10906,2012-03-02 00:00:00,Lost Woods,Horror,,180117.0,,2012
10907,1997-05-22 00:00:00,The Lost World: Jurassic Park,Action,75000000.0,229086679.0,,1997
10908,2005-04-22 00:00:00,A Lot Like Love,Comedy,25000000.0,21835784.0,,2005
10909,2010-06-11 00:00:00,The Lottery,,,54543.0,,2010
10910,2010-08-20 00:00:00,Lottery Ticket,Comedy,17000000.0,24719879.0,Play,2010
10911,2013-04-05 00:00:00,Lotus Eaters,Drama,,0.0,,2013
10912,2008-07-18 00:00:00,Lou Reed's Berlin,Concert/Performance,,29692.0,,2008
10913,2011-05-18 00:00:00,Louder Than A Bomb,Documentary,,40362.0,,2011
10914,2013-12-31 00:00:00,Louder Than Words,Drama,,0.0,,2013
10915,2006-09-29 00:00:00,LoudQuietLoud: A Film About The Pixies,,,7506.0,,2006
10916,2008-12-31 00:00:00,Loufa Kai Apallagi - I4,,,0.0,,2008
10917,2010-12-31 00:00:00,Louis,,,0.0,,2010
10918,1998-05-08 00:00:00,Louisa May Alcott's Little Men,,,4092.0,,1998
10919,2008-06-25 00:00:00,Louise Bourgeois,Documentary,,95865.0,,2008
10920,2009-12-31 00:00:00,Louise Michel,,,0.0,,2009
10921,2010-02-17 00:00:00,Lourdes,Drama,,9408.0,,2010
10922,2007-12-31 00:00:00,A Love,Drama,,0.0,,2007
10923,2009-07-31 00:00:00,Love Aaj Kal,Romantic Comedy,,2430083.0,,2009
10924,2003-11-07 00:00:00,Love Actually,Romantic Comedy,45000000.0,59472278.0,,2003
10925,1994-10-21 00:00:00,Love Affair,Drama,,18272894.0,,1994
10926,2011-06-24 00:00:00,A Love Affair of Sorts,Drama,,0.0,,2011
10927,2009-07-14 00:00:00,Love Ain't Suppose to Hurt II - The Wedding,,,0.0,,2009
10928,2002-08-30 00:00:00,Love and a Bullet,,,16853.0,,2002
10929,2014-02-07 00:00:00,Love & Air Sex,Comedy,,6047.0,,2014
10930,2000-04-21 00:00:00,Love and Basketball,Drama,15000000.0,27441122.0,,2000
10931,1975-06-10 00:00:00,Love and Death,Comedy,3000000.0,20123742.0,,1975
10932,1998-03-06 00:00:00,Love and Death on Long Island,Drama,4030000.0,2542264.0,,1998
10933,2009-08-25 00:00:00,Love and Debate,,,0.0,,2009
10934,2010-12-31 00:00:00,Love and Distrust,,,0.0,,2010
10935,2013-03-22 00:00:00,Love and Honor,Drama,,16769.0,,2013
10936,1995-06-02 00:00:00,Love & Human Remains,Comedy,,542985.0,,1995
10937,1982-02-12 00:00:00,Love and Money,,,0.0,,1982
10938,1997-03-28 00:00:00,Love and Other Catastrophes,Comedy,250000.0,212285.0,,1997
10939,2007-12-31 00:00:00,Love and Other Disasters,Romantic Comedy,,0.0,,2007
10940,2010-11-24 00:00:00,Love and Other Drugs,Drama,30000000.0,32367005.0,Play,2010
10941,2000-08-25 00:00:00,Love and Sex,Romantic Comedy,,536287.0,,2000
10942,2011-12-31 00:00:00,Love and Virtue,Drama,,0.0,,2011
10943,2011-12-31 00:00:00,Love As A Carrot 3,,,0.0,,2011
10944,1979-01-01 00:00:00,Love at First Bite,,,43900000.0,,1979
10945,2009-12-31 00:00:00,Love at First Hiccup,,,0.0,,2009
10946,1990-03-09 00:00:00,Love at Large,Thriller/Suspense,,1214295.0,,1990
10947,2003-02-14 00:00:00,Love at Times Square,,,0.0,,2003
10948,2012-06-19 00:00:00,Love Birds,Romantic Comedy,,0.0,,2012
10949,1969-03-13 00:00:00,The Love Bug,,,50576808.0,,1969
10950,1982-10-15 00:00:00,Love Child,Drama,,50091.0,,1982
10951,2008-06-13 00:00:00,Love Comes Lately,Drama,,78079.0,,2008
10952,2012-10-30 00:00:00,Love Comes Softly,,,0.0,,2012
10953,1992-01-24 00:00:00,Love Crimes,,,2320217.0,,1992
10954,2001-06-01 00:00:00,A Love Divided,,,0.0,,2001
10955,2003-12-12 00:00:00,Love Don't Cost a Thing,Romantic Comedy,,21897389.0,,2003
10956,2011-07-01 00:00:00,Love Etc.,Documentary,,43593.0,,2011
10957,1992-01-01 00:00:00,Love Field,,,1949148.0,,1992
10958,2003-11-07 00:00:00,Love Forbidden,,,8923.0,,2003
10959,2013-04-09 00:00:00,Love Free or Die,Documentary,,0.0,,2013
10960,2008-06-20 00:00:00,The Love Guru,Comedy,,32200122.0,,2008
10961,2009-09-18 00:00:00,Love Happens,Drama,18000000.0,22965110.0,Play,2009
10962,2001-02-09 00:00:00,"Love, Honour and Obey",,,1143.0,,2001
10963,2010-12-31 00:00:00,Love Hurts,,,0.0,,2010
10964,2011-09-09 00:00:00,Love in Space,Romantic Comedy,,33976.0,,2011
10965,2010-05-28 00:00:00,Love in the Rough,Multiple Genres,,0.0,,2010
10966,2007-11-16 00:00:00,Love in the Time of Cholera,Drama,45000000.0,4617608.0,,2007
10967,2002-11-01 00:00:00,Love in the Time of Money,,,6259.0,,2002
10968,1955-01-01 00:00:00,Love Is a Many-Splendored Thing,,,10000000.0,,1955
10969,1996-10-11 00:00:00,Love Is All There Is,,,43439.0,,1996
10970,1952-12-31 00:00:00,Love is Better Than Ever,,,0.0,,1952
10971,1998-10-07 00:00:00,Love is the Devil,,,343023.0,,1998
10972,2006-10-06 00:00:00,Love is the Drug,,,0.0,,2006
10973,1997-03-14 00:00:00,Love Jones,Drama,10000000.0,12554569.0,,1997
10974,1999-05-21 00:00:00,The Love Letter,Romantic Comedy,15000000.0,8322608.0,,1999
10975,1984-04-27 00:00:00,Love Letters,Thriller/Suspense,550000.0,5269990.0,,1984
10976,2002-12-30 00:00:00,Love Lisa,Drama,1000000.0,213137.0,,2002
10977,2013-04-05 00:00:00,"Love, Marilyn",Documentary,,16164.0,,2013
10978,2012-12-31 00:00:00,Love Me,Drama,,0.0,,2012
10979,2004-05-19 00:00:00,Love Me If You Dare,Romantic Comedy,,548707.0,,2004
10980,2006-12-31 00:00:00,Love Me Not,,,0.0,,2006
10981,1955-01-01 00:00:00,Love Me or Leave Me,,,8000000.0,,1955
10982,1956-01-01 00:00:00,Love Me Tender,Western,1000000.0,9000000.0,,1956
10983,2009-05-08 00:00:00,Love N' Dancing,Musical,,47812.0,,2009
10984,2007-12-31 00:00:00,Love Never to End,,,0.0,,2007
10985,2013-01-08 00:00:00,Love Notes,Drama,,0.0,,2013
10986,2004-02-13 00:00:00,Love Object,,,6028.0,,2004
10987,1992-11-13 00:00:00,Love Potion No. 9,Romantic Comedy,,754935.0,,1992
10988,2010-06-30 00:00:00,Love Ranch,Drama,25000000.0,137885.0,,2010
10989,2013-01-29 00:00:00,The Love Section,Romantic Comedy,,0.0,,2013
10990,1997-08-01 00:00:00,Love Serenade,Comedy,,604523.0,,1997
10991,2004-03-05 00:00:00,"Love, Sex and Eating the Bones",,,116869.0,,2004
10992,2012-12-31 00:00:00,Love Sick Love,Thriller/Suspense,,0.0,,2012
10993,2004-12-29 00:00:00,A Love Song for Bobby Long,Drama,,159171.0,,2004
10994,1999-09-10 00:00:00,Love Stinks,Comedy,4000000.0,2793776.0,,1999
10995,1970-01-01 00:00:00,Love Story,,,106397186.0,,1970
10996,2008-07-04 00:00:00,Love Story 2050,Drama,,0.0,,2008
10997,2007-12-31 00:00:00,A Love Story,Drama,,0.0,,2007
10998,2010-04-15 00:00:00,Love the Beast,Documentary,,0.0,,2010
10999,2003-06-06 00:00:00,Love the Hard Way,,,43571.0,,2003
11000,1997-05-16 00:00:00,Love! Valour! Compassion!,Drama,,2936611.0,,1997
11001,1998-02-20 00:00:00,Love Walked In,,,5000.0,,1998
11002,2011-06-03 00:00:00,"Love, Wedding, Marriage",Comedy,,1926.0,,2011
11003,1987-10-16 00:00:00,Love You to Death,,,626724.0,,1987
11004,2012-06-01 00:00:00,The Loved Ones,Horror,,0.0,,2012
11005,2013-08-09 00:00:00,Lovelace,Drama,,352755.0,,2013
11006,1984-11-02 00:00:00,Lovelines,Comedy,,225570.0,,1984
11007,2002-06-28 00:00:00,Lovely and Amazing,Drama,250000.0,4210379.0,,2002
11008,2009-12-11 00:00:00,The Lovely Bones,Drama,95000000.0,44114232.0,Play,2009
11009,2012-05-18 00:00:00,Lovely Molly,Horror,,0.0,,2012
11010,2010-09-10 00:00:00,"Lovely, Still",Drama,,127564.0,,2010
11011,1995-02-24 00:00:00,Lovely to Look At,Multiple Genres,,0.0,,1995
11012,1961-12-20 00:00:00,Lover Come Back,Romantic Comedy,,16937969.0,,1961
11013,1992-10-30 00:00:00,The Lover,,,4899194.0,,1992
11014,1989-04-28 00:00:00,Loverboy,Comedy,,3887852.0,,1989
11015,2006-06-16 00:00:00,Loverboy,Drama,,33223.0,,2006
11016,1996-07-12 00:00:00,Lover's Knot,,,5000.0,,1996
11017,2008-12-31 00:00:00,Lovers of Six Years,Drama,,0.0,,2008
11018,1999-04-09 00:00:00,The Lovers of the Arctic Circle,,,504223.0,,1999
11019,1999-07-02 00:00:00,The Lovers on the Bridge,,,117569.0,,1999
11020,2006-10-06 00:00:00,Love's Abiding Joy,,3000000.0,252726.0,,2006
11021,2012-10-30 00:00:00,Love's Christmas Journey,,,0.0,,2012
11022,2012-05-08 00:00:00,Love's Everlasting Courage,Drama,,0.0,,2012
11023,2014-01-10 00:00:00,Loves Her Gun,Drama,,0.0,,2014
11024,2000-06-09 00:00:00,Love's Labour's Lost,Romantic Comedy,,284291.0,,2000
11025,2008-05-06 00:00:00,Love's Unfolding Dream,Drama,,0.0,,2008
11026,1983-02-18 00:00:00,Lovesick,Comedy,,10143618.0,,1983
11027,2007-03-13 00:00:00,Lovewrecked,Romantic Comedy,,0.0,,2007
11028,1980-10-24 00:00:00,Loving Couples,Comedy,,2806659.0,,1980
11029,2000-10-27 00:00:00,Loving Jezebel,,,69470.0,,2000
11030,2012-12-10 00:00:00,The Loving Story,Documentary,,0.0,,2012
11031,2012-07-10 00:00:00,Loving the Bad Man,Drama,,0.0,,2012
11032,2011-12-31 00:00:00,Low Cost,Comedy,,0.0,,2011
11033,1994-11-23 00:00:00,A Low Down Dirty Shame,Action,10000000.0,29317886.0,,1994
11034,2001-04-20 00:00:00,The Low Down,,,32395.0,,2001
11035,2011-12-31 00:00:00,The Low Dweller,Thriller/Suspense,,0.0,,2011
11036,1996-07-12 00:00:00,The Low Life,,,5000.0,,1996
11037,2008-10-10 00:00:00,Lower Learning,Comedy,,2804.0,,2008
11038,1966-06-29 00:00:00,"Lt. Robin Crusoe, U.S.N.",,,22565634.0,,1966
11039,2006-04-21 00:00:00,L&uuml cao di,Comedy,,71223.0,,2006
11040,2013-12-31 00:00:00,Lua Phat,Action,,0.0,,2013
11041,2008-12-31 00:00:00,Luang Pee Teng 2,,,0.0,,2008
11042,2007-12-31 00:00:00,Lubov Morkov,Comedy,,0.0,,2007
11043,2010-12-31 00:00:00,Lubov Morkov 3,Comedy,,0.0,,2010
11044,1986-03-28 00:00:00,Lucas,Comedy,,8200000.0,,1986
11045,2013-12-31 00:00:00,Lucha Mexico,Documentary,,0.0,,2013
11046,2003-07-25 00:00:00,"Lucia, Lucia",,,267495.0,,2003
11047,1999-09-17 00:00:00,Lucie Aubrac,,,458557.0,,1999
11048,2009-01-30 00:00:00,Luck by Chance,Comedy,,356019.0,,2009
11049,2005-04-08 00:00:00,Lucky,Musical,,453507.0,,2005
11050,2011-07-15 00:00:00,Lucky,Comedy,,0.0,,2011
11051,2014-02-14 00:00:00,Lucky Bastard,Thriller/Suspense,,0.0,,2014
11052,2002-04-05 00:00:00,Lucky Break,,6000000.0,54606.0,,2002
11053,2009-12-31 00:00:00,Lucky Country,Thriller/Suspense,,0.0,,2009
11054,2012-12-31 00:00:00,Lucky Elephant,,,0.0,,2012
11055,1975-01-01 00:00:00,Lucky Lady,,,24441725.0,,1975
11056,2006-04-07 00:00:00,Lucky Number Slevin,Thriller/Suspense,27000000.0,22495466.0,,2006
11057,2000-10-27 00:00:00,Lucky Numbers,Comedy,65000000.0,10014234.0,,2000
11058,2012-04-20 00:00:00,The Lucky One,Drama,,60457138.0,Play,2012
11059,2008-09-26 00:00:00,The Lucky Ones,Drama,14000000.0,266967.0,,2008
11060,2014-05-30 00:00:00,Lucky Them,Romantic Comedy,,0.0,,2014
11061,2007-05-04 00:00:00,Lucky You,Drama,55000000.0,5755286.0,,2007
11062,2014-08-08 00:00:00,Lucy,Action,,0.0,,2014
11063,2010-04-30 00:00:00,Luftslottet som sprängdes,Thriller/Suspense,,5427684.0,,2010
11064,2011-09-02 00:00:00,El lugar más pequeño,Documentary,,0.0,,2011
11065,2011-12-31 00:00:00,Luke Cage,Action,,0.0,,2011
11066,2012-01-13 00:00:00,"Lula, o Filho do Brasil",Drama,,0.0,,2012
11067,2009-02-24 00:00:00,Lullaby,,,0.0,,2009
11068,2000-05-05 00:00:00,Luminarias,Comedy,1000000.0,428535.0,,2000
11069,2000-05-19 00:00:00,Luminous Motion,,,51380.0,,2000
11070,2006-12-31 00:00:00,Lump of Sugar,,,0.0,,2006
11071,2001-06-29 00:00:00,Lumumba,Drama,,685082.0,,2001
11072,1979-10-05 00:00:00,Luna,,,0.0,,1979
11073,2001-01-12 00:00:00,Luna Papa,,,13930.0,,2001
11074,2006-08-09 00:00:00,Lunacy,,,48324.0,,2006
11075,2013-04-03 00:00:00,Lunarcy!,Documentary,,0.0,,2013
11076,2012-12-31 00:00:00,Lunch Lady,Comedy,,0.0,,2012
11077,2014-02-28 00:00:00,The Lunchbox,Drama,,910671.0,,2014
11078,2007-12-31 00:00:00,Luo Ye Gui Gen,,,0.0,,2007
11079,1979-12-31 00:00:00,Lupin the Thrid: The Castle of Cagliostro,,,0.0,,1979
11080,1985-02-08 00:00:00,Lust in the Dust,Comedy,,727639.0,,1985
11081,2003-09-12 00:00:00,Luster,,,24137.0,,2003
11082,2012-12-31 00:00:00,Luster (2012),,,0.0,,2012
11083,2011-12-31 00:00:00,The Lutefisk Wars,Comedy,,0.0,,2011
11084,2003-09-26 00:00:00,Luther,Drama,35000000.0,5781086.0,,2003
11085,2013-01-18 00:00:00,LUV,Drama,,156996.0,Play,2013
11086,2012-11-02 00:00:00,'Luv Shuv Tey Chicken Khurana,Comedy,,143900.0,,2012
11087,2001-04-20 00:00:00,The Luzhin Defence,Drama,,1051811.0,,2001
11088,2009-04-10 00:00:00,Lymelife,Drama,,421307.0,,2009
11089,2009-09-18 00:00:00,Lynch Mob,,,0.0,,2009
11090,2011-12-31 00:00:00,Les Lyonnais,,,0.0,,2011
11091,2007-12-31 00:00:00,M,,,0.0,,2007
11092,2013-03-15 00:00:00,M,Drama,,35566.0,,2013
11093,1970-01-01 00:00:00,M*A*S*H,,3500000.0,81600000.0,,1970
11094,1993-10-01 00:00:00,M. Butterfly,,,1498795.0,,1993
11095,2014-12-31 00:00:00,The M Word,Romantic Comedy,,0.0,,2014
11096,2011-12-31 00:00:00,Ma-dang-eul Na-on Am-talk,Adventure,,0.0,,2011
11097,2007-02-13 00:00:00,"Ma Fille, Mon Ange",Thriller/Suspense,,2779545.0,,2007
11098,2005-05-13 00:00:00,Ma mère,Drama,,70395.0,,2005
11099,2011-12-09 00:00:00,Ma part du gateau,Drama,,6850.0,,2011
11100,1996-04-19 00:00:00,Ma saison préf&eacutelrée,Drama,,555900.0,,1996
11101,2007-07-20 00:00:00,Ma Tante Aline,Comedy,,1027636.0,,2007
11102,1997-12-26 00:00:00,Ma Vie en Rose,Drama,,2280573.0,,1997
11103,2012-07-03 00:00:00,Mac & Devin Go To High School,Comedy,,0.0,,2012
11104,1988-08-12 00:00:00,Mac and Me,Adventure,,6000000.0,,1988
11105,1977-06-30 00:00:00,MacArthur,,,16320000.0,,1977
11106,2007-06-15 00:00:00,Macbeth,Drama,,9613.0,,2007
11107,1985-11-01 00:00:00,Maccheroni,Drama,,235383.0,,1985
11108,2010-05-21 00:00:00,MacGruber,Comedy,,8525600.0,Play,2010
11109,2010-09-03 00:00:00,Machete,Action,12500000.0,26593646.0,Play,2010
11110,2010-12-31 00:00:00,Machete Joe,Horror,,0.0,,2010
11111,2013-10-11 00:00:00,Machete Kills,Action,2000000.0,8008161.0,Play,2013
11112,2011-09-23 00:00:00,Machine Gun Preacher,Drama,30000000.0,538690.0,Play,2011
11113,2013-12-31 00:00:00,Machine Head,Thriller/Suspense,,0.0,,2013
11114,2014-04-25 00:00:00,The Machine,Thriller/Suspense,,0.0,,2014
11115,2004-10-22 00:00:00,The Machinist,Thriller/Suspense,5000000.0,1082044.0,,2004
11116,2005-01-19 00:00:00,Machuca,Drama,,26676.0,,2005
11117,1974-01-01 00:00:00,Macon County Line,,,18800000.0,,1974
11118,1960-01-01 00:00:00,Macumba Love,,,3000000.0,,1960
11119,2000-08-04 00:00:00,Mad About Mambo,Romantic Comedy,,61663.0,,2000
11120,1997-11-07 00:00:00,Mad City,Drama,50000000.0,10561038.0,,1997
11121,2006-07-19 00:00:00,Mad Cowgirl,Horror,,0.0,,2006
11122,2010-10-18 00:00:00,The Mad Doctor of Market Street,Thriller/Suspense,,0.0,,2010
11123,1993-03-05 00:00:00,Mad Dog and Glory,Comedy,,10688490.0,,1993
11124,1996-11-08 00:00:00,Mad Dog Time,Comedy,,80026.0,,1996
11125,1997-09-16 00:00:00,The Mad Ghoul,Horror,,0.0,,1997
11126,2005-05-13 00:00:00,Mad Hot Ballroom,Documentary,500000.0,8117961.0,,2005
11127,1995-05-26 00:00:00,Mad Love,Drama,,15446532.0,,1995
11128,2002-08-30 00:00:00,Mad Love (2002),,,279605.0,,2002
11129,1980-03-21 00:00:00,Mad Max,Action,200000.0,8750000.0,,1980
11130,1982-05-21 00:00:00,Mad Max 2: The Road Warrior,Action,2000000.0,24600832.0,,1982
11131,1985-07-10 00:00:00,Mad Max Beyond Thunderdome,Action,10000000.0,36230219.0,,1985
11132,2015-05-15 00:00:00,Mad Max: Fury Road,Action,,0.0,,2015
11133,2008-01-18 00:00:00,Mad Money,Comedy,,20668843.0,,2008
11134,1998-03-20 00:00:00,Madadayo,Drama,11900000.0,48856.0,,1998
11135,2005-05-27 00:00:00,Madagascar,Adventure,75000000.0,193595521.0,,2005
11136,2012-06-08 00:00:00,Madagascar 3: Europe's Most Wanted,Adventure,145000000.0,216391482.0,Play,2012
11137,2008-11-07 00:00:00,Madagascar: Escape 2 Africa,Comedy,150000000.0,180010950.0,,2008
11138,2012-12-31 00:00:00,Madam Butterfly 3D,,,0.0,,2012
11139,2008-04-19 00:00:00,Madama Butterfly,Concert/Performance,,0.0,,2008
11140,2006-12-31 00:00:00,Madame Irma,,,0.0,,2006
11141,2003-07-09 00:00:00,Madame Sata,,,198181.0,,2003
11142,1988-01-01 00:00:00,Madame Sousatzka,,,3548000.0,,1988
11143,2001-06-15 00:00:00,Madamoiselle,,,60859.0,,2001
11144,1995-01-01 00:00:00,The Maddening,,,5000.0,,1995
11145,2001-07-13 00:00:00,Made,Comedy,5000000.0,5308707.0,,2001
11146,2009-12-02 00:00:00,Made for Each Other,,,0.0,,2009
11147,1993-05-28 00:00:00,Made In America,Comedy,,44942695.0,,1993
11148,2010-11-19 00:00:00,Made in Dagenham,Drama,8000000.0,1095369.0,Play,2010
11149,1987-11-06 00:00:00,Made in Heaven,Drama,,4000000.0,,1987
11150,2009-01-23 00:00:00,Made in Jamaica,Documentary,,3149.0,,2009
11151,2009-01-09 00:00:00,Made in U.S.A.,Drama,,95209.0,,2009
11152,2008-05-02 00:00:00,Made of Honor,Romantic Comedy,40000000.0,46012734.0,,2008
11153,2004-01-23 00:00:00,Made-Up,,,79766.0,,2004
11154,2011-11-22 00:00:00,A Madea Christmas: The Play,Comedy,,0.0,,2011
11155,2006-06-27 00:00:00,Madea Goes to Jail,,,0.0,,2006
11156,2009-02-20 00:00:00,Madea Goes To Jail,Comedy,17500000.0,90508336.0,,2009
11157,2010-11-23 00:00:00,Madea's Big Happy Family: The Play,Drama,,0.0,,2010
11158,2011-04-22 00:00:00,Madea's Big Happy Family,Drama,,53345287.0,Play,2011
11159,2006-02-24 00:00:00,Madea's Family Reunion,Comedy,10000000.0,63257940.0,,2006
11160,1998-07-10 00:00:00,Madeline,Comedy,,29858048.0,,1998
11161,2013-09-11 00:00:00,Mademoiselle C,Documentary,,0.0,,2013
11162,2010-05-28 00:00:00,Mademoiselle Chambon,,,530491.0,,2010
11163,1990-02-16 00:00:00,Madhouse,Comedy,,20438179.0,,1990
11164,2010-06-01 00:00:00,Madigan,Drama,,0.0,,2010
11165,2005-04-22 00:00:00,Madison,Drama,15500000.0,517262.0,,2005
11166,2012-05-08 00:00:00,Madison County,Horror,,0.0,,2012
11167,2013-01-29 00:00:00,Madly Madagascar,Adventure,,0.0,,2013
11168,1994-12-28 00:00:00,The Madness of King George,Drama,,15122669.0,,1994
11169,2000-09-08 00:00:00,Madodayo,,,42905.0,,2000
11170,1991-05-10 00:00:00,Madonna: Truth or Dare,Concert/Performance,,15012935.0,,1991
11171,2011-09-06 00:00:00,Madso's War,,,0.0,,2011
11172,2000-09-15 00:00:00,Maelstrom,,,338525.0,,2000
11173,2002-01-25 00:00:00,Maelstrom (2002),,,33410.0,,2002
11174,2004-03-12 00:00:00,Maestro,Documentary,,25315.0,,2004
11175,2012-12-31 00:00:00,Mafia,,,0.0,,2012
11176,2007-12-31 00:00:00,"The Mafia, The Salesman",,,0.0,,2007
11177,1964-06-30 00:00:00,Mafioso,Comedy,,398614.0,,1964
11178,2011-12-31 00:00:00,Magdalena,Action,,0.0,,2011
11179,2005-03-11 00:00:00,"Magdalena, The Unholy Saint",Drama,,6470.0,,2005
11180,2003-08-01 00:00:00,The Magdalene Sisters,Drama,,4890878.0,,2003
11181,1978-11-08 00:00:00,Magic,,,23800000.0,,1978
11182,2011-12-31 00:00:00,Magic City Memoirs,Documentary,,0.0,,2011
11183,2006-12-31 00:00:00,The Magic Flute,Musical,27000000.0,0.0,,2006
11184,2011-12-21 00:00:00,The Magic Flute,Concert/Performance,,0.0,,2011
11185,2014-12-31 00:00:00,Magic in the Moonlight,Romantic Comedy,,0.0,,2014
11186,1995-08-30 00:00:00,Magic in the Water,Adventure,,2535916.0,,1995
11187,2011-12-31 00:00:00,Magic Kingdom,Adventure,,0.0,,2011
11188,2013-08-06 00:00:00,Magic Magic,,,0.0,,2013
11189,2012-06-29 00:00:00,Magic Mike,Comedy,,113721571.0,Play,2012
11190,2012-07-06 00:00:00,The Magic of Belle Isle,Drama,,102388.0,,2012
11191,2011-08-05 00:00:00,Magic Trip,Documentary,,154521.0,,2011
11192,2012-10-09 00:00:00,Magical Mystery Tour,Multiple Genres,,0.0,,2012
11193,2010-10-29 00:00:00,The Magician,Black Comedy,,406.0,,2010
11194,2007-12-31 00:00:00,Magicians,Comedy,,0.0,,2007
11195,2005-09-23 00:00:00,Magnificent Desolation,Documentary,,40144533.0,,2005
11196,1999-12-17 00:00:00,Magnolia,Drama,37000000.0,22450975.0,,1999
11197,1973-12-28 00:00:00,Magnum Force,Action,,44680473.0,,1973
11198,2011-12-31 00:00:00,Magnum P.I.,Thriller/Suspense,,0.0,,2011
11199,2013-08-20 00:00:00,Mahanagar,Documentary,,0.0,,2013
11200,2012-04-20 00:00:00,Mai wei,Drama,,70177.0,,2012
11201,2002-12-13 00:00:00,Maid in Manhattan,Romantic Comedy,55000000.0,93932896.0,,2002
11202,2009-10-16 00:00:00,The Maid,Drama,,576610.0,,2009
11203,1987-07-10 00:00:00,Maid to Order,Comedy,,9868000.0,,1987
11204,2009-11-24 00:00:00,The Maiden Heist,Comedy,,0.0,,2009
11205,2008-11-25 00:00:00,Maiden Voyage: Ocean Hijack,,,0.0,,2008
11206,2013-12-20 00:00:00,Maidentrip,Documentary,,65554.0,,2013
11207,2007-12-31 00:00:00,Maiko haaaan!!!,Comedy,,0.0,,2007
11208,2007-12-31 00:00:00,Mail Narok Muay Yok Lor,,,0.0,,2007
11209,2010-02-24 00:00:00,Mail Order Bride,Western,,0.0,,2010
11210,2005-03-11 00:00:00,Mail Order Wife,Comedy,,62387.0,,2005
11211,2009-10-16 00:00:00,Main Aurr Mrs. Khanna,,,197183.0,,2009
11212,1979-06-22 00:00:00,The Main Event,,,37198813.0,,1979
11213,2004-04-30 00:00:00,Main Hoon Na,Drama,,1722453.0,,2004
11214,2005-10-07 00:00:00,Main Meri Patni Aur Who,,,0.0,,2005
11215,2003-06-27 00:00:00,Main Prem Ki Diwani Hoon,Drama,,1225908.0,,2003
11216,2011-09-09 00:00:00,Main Street,Drama,,2560.0,,2011
11217,2011-12-31 00:00:00,The Maintenance Man,Thriller/Suspense,,0.0,,2011
11218,2012-05-11 00:00:00,"Et maintenant, on va où?",Drama,,531813.0,,2012
