,Released,Movie,Genre,Budget,Revenue,Trailer,Year
2833,2005-05-27 00:00:00,Bunty Aur Babli,Adventure,,932509.0,,2005
2834,2010-12-31 00:00:00,Bunyan & Babe,Adventure,,0.0,,2010
2835,2005-11-11 00:00:00,"Buongiorno, notte",Drama,,10093.0,,2005
2836,1967-12-29 00:00:00,"Il buono, il brutto, il cattivo",Western,1200000.0,6100000.0,,1967
2837,1989-02-17 00:00:00,The `burbs,Comedy,,35382246.0,,1989
2838,1999-07-23 00:00:00,Bure baruta,Drama,,1152411.0,,1999
2839,1987-03-20 00:00:00,Burglar,Comedy,,16337355.0,,1987
2840,2004-05-28 00:00:00,The Burial Society,Thriller/Suspense,,20580.0,,2004
2841,2011-12-31 00:00:00,The Burial,Drama,,0.0,,2011
2842,2012-12-04 00:00:00,Burichi Jigoku-Hen,Action,,0.0,,2012
2843,2010-09-24 00:00:00,Buried,Thriller/Suspense,,1044143.0,Play,2010
2844,2011-09-09 00:00:00,Burke & Hare,Black Comedy,,4833.0,,2011
2845,2000-06-30 00:00:00,Burlesk King,Drama,,39036.0,,2000
2846,2010-11-24 00:00:00,Burlesque,Drama,55000000.0,39440655.0,Play,2010
2847,2009-05-20 00:00:00,Burma VJ,,,51672.0,,2009
2848,2012-11-09 00:00:00,Burn,Documentary,,109656.0,,2012
2849,2008-09-12 00:00:00,Burn After Reading,Black Comedy,37000000.0,60355347.0,,2008
2850,2007-02-09 00:00:00,Burning Annie,Comedy,,0.0,,2007
2851,2013-12-31 00:00:00,Burning Blue,Drama,,0.0,,2013
2852,2010-08-17 00:00:00,Burning Bright,Horror,,0.0,,2010
2853,2011-12-31 00:00:00,Burning Man,Drama,,0.0,,2011
2854,2011-01-14 00:00:00,Burning Palms,Black Comedy,,0.0,,2011
2855,2009-09-18 00:00:00,The Burning Plain,Drama,,200730.0,,2009
2856,2011-12-31 00:00:00,Burns,Drama,,0.0,,2011
2857,2009-04-21 00:00:00,The Burrowers,,,0.0,,2009
2858,1956-08-31 00:00:00,Bus Stop,Comedy,,4500000.0,,1956
2859,1997-10-29 00:00:00,Buscando un Sueño,Drama,,461661.0,,1997
2860,2007-11-02 00:00:00,Bushi no ichibun,Drama,,60910.0,,2007
2861,2004-08-20 00:00:00,Bush's Brain,Documentary,,176610.0,,2004
2862,1995-08-04 00:00:00,Bushwhacked,Comedy,,7377107.0,,1995
2863,1995-12-08 00:00:00,A Business Affair,Comedy,,5000.0,,1995
2864,2008-01-09 00:00:00,The Business of Being Born,Documentary,,69348.0,,2008
2865,2002-05-10 00:00:00,The Business of Fancy Dancing,Drama,200000.0,174682.0,,2002
2866,2001-12-07 00:00:00,The Business of Strangers,Drama,6000000.0,1030920.0,,2001
2867,2013-12-31 00:00:00,Busted,,,0.0,,2013
2868,1988-01-01 00:00:00,Buster,Comedy,,540000.0,,1988
2869,2005-06-03 00:00:00,Bustin' Bonaparte,,,0.0,,2005
2870,2008-07-25 00:00:00,Bustin' Down the Door,Documentary,,106100.0,,2008
2871,1981-05-22 00:00:00,Bustin' Loose,Comedy,,31261000.0,,1981
2872,2000-07-07 00:00:00,But I'm a Cheerleader,Comedy,1200000.0,2205627.0,,2000
2873,1979-06-15 00:00:00,Butch and Sundance: The Early Days,Western,,0.0,,1979
2874,1969-10-24 00:00:00,Butch Cassidy and the Sundance Kid,Western,6000000.0,102308900.0,,1969
2875,1998-04-03 00:00:00,The Butcher Boy,Drama,,1822193.0,,1998
2876,2013-09-06 00:00:00,Butcher Boys,Horror,,0.0,,2013
2877,1991-10-25 00:00:00,The Butcher's Wife,Comedy,,9689816.0,,1991
2878,2013-08-16 00:00:00,Lee Daniels' The Butler,Drama,30000000.0,116632095.0,Play,2013
2879,2012-10-05 00:00:00,Butter,Comedy,,73000.0,,2012
2880,2011-12-31 00:00:00,Buttercup,Drama,,0.0,,2011
2881,1960-12-31 00:00:00,BUtterfield 8,,,0.0,,1960
2882,2001-03-30 00:00:00,Butterfly (2001),,,2161.0,,2001
2883,2006-10-10 00:00:00,The Butterfly Effect 2,,,0.0,,2006
2884,2009-03-31 00:00:00,"Butterfly Effect 3: Revelations, The",,,0.0,,2009
2885,2004-01-23 00:00:00,The Butterfly Effect,Thriller/Suspense,13000000.0,57924679.0,,2004
2886,1996-04-26 00:00:00,Butterfly Kiss,Thriller/Suspense,,5000.0,,1996
2887,2007-12-25 00:00:00,Butterfly on a Wheel,Drama,,0.0,,2007
2888,2012-12-31 00:00:00,Buttermilk Sky,,,0.0,,2012
2889,2012-02-14 00:00:00,Buzzkill,Comedy,,5860.0,,2012
2890,2011-12-31 00:00:00,By Any Means Necessary,Action,,0.0,,2011
2891,2002-10-25 00:00:00,By Hook or by Crook,Drama,,1802.0,,2002
2892,2010-01-12 00:00:00,By the People: The Election of Barack Obama,Documentary,,0.0,,2010
2893,1915-12-31 00:00:00,By the Shortest of Heads,,,0.0,,1915
2894,2011-12-31 00:00:00,By Virtue Fall,Drama,,0.0,,2011
2895,1963-04-04 00:00:00,Bye Bye Birdie,Musical,,13129412.0,,1963
2896,1995-03-17 00:00:00,Bye Bye Love,Comedy,,12073560.0,,1995
2897,2010-11-23 00:00:00,Bye Bye Patty,Concert/Performance,,0.0,,2010
2898,2013-12-18 00:00:00,Byeon-ho-in,Drama,,0.0,,2013
2899,2013-06-28 00:00:00,Byzantium,Thriller/Suspense,,85252.0,,2013
2900,2011-12-31 00:00:00,C'e chi dice no,,,0.0,,2011
2901,1969-05-28 00:00:00,C'era una volta il West,Western,5000000.0,5321508.0,,1969
2902,2008-09-26 00:00:00,"C'est pas moi, je le jure!",Comedy,,235027.0,,2008
2903,1984-08-31 00:00:00,C.H.U.D.,Horror,1250000.0,4700000.0,,1984
2904,2009-04-03 00:00:00,C Me Dance,Drama,,0.0,,2009
2905,2012-12-31 00:00:00,C'Mon Man,,,0.0,,2012
2906,2013-09-20 00:00:00,C.O.G.,Comedy,,55301.0,,2013
2907,2007-02-20 00:00:00,C.R.A.Z.Y.,Comedy,,0.0,,2007
2908,1998-10-09 00:00:00,C't'a ton tour Laura Cadieux,Comedy,,1045907.0,,1998
2909,1972-02-12 00:00:00,Cabaret,Musical,,41326446.0,,1972
2910,1994-01-07 00:00:00,Cabin Boy,Comedy,,3469493.0,,1994
2911,2003-09-12 00:00:00,Cabin Fever,Horror,1500000.0,21158188.0,,2003
2912,2010-02-16 00:00:00,Cabin Fever 2: Spring Fever,,,0.0,,2010
2913,2012-04-13 00:00:00,The Cabin in the Woods,Thriller/Suspense,30000000.0,42073277.0,Play,2012
2914,1996-06-14 00:00:00,The Cable Guy,Comedy,47000000.0,60240295.0,,1996
2915,2010-12-31 00:00:00,Cabotins,Comedy,,0.0,,2010
2916,2005-12-23 00:00:00,Caché,Drama,8000000.0,3647381.0,,2005
2917,2004-11-05 00:00:00,Cachorro,Comedy,,99261.0,,2004
2918,1969-12-16 00:00:00,Cactus Flower,Comedy,,25889208.0,,1969
2919,1980-07-25 00:00:00,Caddyshack,Comedy,6000000.0,39846344.0,,1980
2920,1988-07-22 00:00:00,Caddyshack II,Comedy,,11798302.0,,1988
2921,1991-01-18 00:00:00,Cadence,Drama,,1935475.0,,1991
2922,1990-05-18 00:00:00,Cadillac Man,Comedy,,27257086.0,,1990
2923,1997-04-11 00:00:00,Cadillac Ranch,Adventure,,5000.0,,1997
2924,2008-12-05 00:00:00,Cadillac Records,Drama,12000000.0,8138000.0,,2008
2925,2011-09-16 00:00:00,Caesar & Otto's Summer Camp Massacre,Comedy,,25844.0,,2011
2926,2011-09-02 00:00:00,Cafe de flore,Drama,,1574881.0,,2011
2927,2001-06-08 00:00:00,Café Oleé,Romantic Comedy,,20610.0,,2001
2928,2007-02-16 00:00:00,Café Setareh,,,0.0,,2007
2929,1997-07-20 00:00:00,Cafe Society,Drama,,6325.0,,1997
2930,2007-12-31 00:00:00,Cafe Solo o Con Ellas,,,0.0,,2007
2931,2007-03-16 00:00:00,Caffeine,Comedy,,0.0,,2007
2932,1989-12-31 00:00:00,Cage,Action,,618178.0,,1989
2933,1986-02-14 00:00:00,La cage aux folles 3 - 'Elles' se marient,Comedy,,345280.0,,1986
2934,1979-03-30 00:00:00,La cage aux folles,Comedy,,18709.0,,1979
2935,2013-04-24 00:00:00,La Cage Doree,Comedy,,0.0,,2013
2936,2010-12-31 00:00:00,Caged Animal,Action,,0.0,,2010
2937,2011-12-31 00:00:00,Cai Shen Ke Zhan,Comedy,,0.0,,2011
2938,1954-06-24 00:00:00,The Caine Mutiny,Drama,,21800000.0,,1954
2939,2010-08-06 00:00:00,Cairo Time,Drama,,1603616.0,,2010
2940,2009-03-24 00:00:00,The Cake Eaters,,,35817.0,,2009
2941,1984-08-24 00:00:00,Cal,Drama,,0.0,,1984
2942,2008-12-31 00:00:00,Calabash Brothers,,,0.0,,2008
2943,1993-09-03 00:00:00,Calendar Girl,Drama,,2501113.0,,1993
2944,2003-12-19 00:00:00,Calendar Girls,Comedy,,31011616.0,,2003
2945,2011-12-31 00:00:00,California Indian,Drama,,0.0,,2011
2946,1999-12-31 00:00:00,California Myth,,,0.0,,1999
2947,2014-01-31 00:00:00,California Scheming,Thriller/Suspense,,0.0,,2014
2948,2012-11-30 00:00:00,California Solo,Drama,,14518.0,,2012
2949,1974-01-01 00:00:00,California Split,Comedy,,10000000.0,,1974
2950,1978-12-15 00:00:00,California Suite,Comedy,,42913571.0,,1978
2951,2005-10-21 00:00:00,The Californians,Drama,500000.0,4134.0,,2005
2952,1980-02-01 00:00:00,Caligula,Drama,,23400000.0,,1980
2953,2008-10-10 00:00:00,Call+Response,Documentary,200000.0,212989.0,,2008
2954,1988-01-01 00:00:00,Call Me,Thriller/Suspense,,251819.0,,1988
2955,2013-06-14 00:00:00,Call Me Kuchu,Documentary,,8941.0,,2013
2956,1951-01-01 00:00:00,Call Me Mister,Musical,,5000000.0,,1951
2957,2013-12-03 00:00:00,Call of the Wild,Drama,,0.0,,2013
2958,2009-06-12 00:00:00,Call of the Wild 3D,Drama,,28682.0,,2009
2959,1997-01-12 00:00:00,The Call of the Wild: Dog of the Yukon,Adventure,,5000.0,,1997
2960,2013-03-15 00:00:00,The Call,Thriller/Suspense,13000000.0,51872378.0,Play,2013
2961,2004-11-05 00:00:00,Callas Forever,Drama,,445996.0,,2004
2962,1951-12-31 00:00:00,Callaway Went Thataway,,,0.0,,1951
2963,2008-12-31 00:00:00,Callback,,,0.0,,2008
2964,2000-10-20 00:00:00,Calle 54,Documentary,,183140.0,,2000
2965,2011-12-31 00:00:00,El callejon,Horror,,0.0,,2011
2966,2009-04-07 00:00:00,"Caller, The",,,0.0,,2009
2967,2011-08-26 00:00:00,The Caller,Thriller/Suspense,,0.0,,2011
2968,2002-03-01 00:00:00,The Calling,Drama,160000.0,32092.0,,2002
2969,2009-12-31 00:00:00,The Calling,,2500000.0,0.0,,2009
2970,2013-12-31 00:00:00,Calloused Hands,Drama,,0.0,,2013
2971,2006-08-11 00:00:00,Calvaire,Horror,,2623.0,,2006
2972,2014-08-01 00:00:00,Calvary,Comedy,,0.0,,2014
2973,2009-12-31 00:00:00,Calvin Marshall,,,0.0,,2009
2974,2007-07-18 00:00:00,Cama adentro,Drama,800000.0,200433.0,,2007
2975,2007-07-27 00:00:00,The Camden 28,Documentary,,6983.0,,2007
2976,1985-10-04 00:00:00,Came a Hot Friday,Drama,,8905.0,,1985
2977,2012-03-27 00:00:00,Camel Spiders,Horror,,0.0,,2012
2978,1967-10-25 00:00:00,Camelot,Musical,,31102578.0,,1967
2979,2003-09-26 00:00:00,Camera Obscura,Drama,,11384.0,,2003
2980,2011-05-13 00:00:00,Cameraman: The Life and Work of Jack Cardiff,Documentary,,20840.0,,2011
2981,1985-03-15 00:00:00,Camila,Drama,,0.0,,1985
2982,1994-11-25 00:00:00,Camilla,Adventure,,250993.0,,1994
2983,2008-11-14 00:00:00,Camille,Adventure,,3849.0,,2008
2984,1989-12-21 00:00:00,Camille Claudel,Drama,,3331297.0,,1989
2985,2013-10-16 00:00:00,Camille Claudel: 1915,Drama,,35296.0,,2013
2986,2012-10-26 00:00:00,Camille Redouble,,,38243.0,,2012
2987,2013-06-07 00:00:00,La Camioneta: The Journey of One American School Bus,Documentary,,0.0,,2013
2988,2003-07-25 00:00:00,Camp,Comedy,,1629862.0,,2003
2989,2013-02-22 00:00:00,Camp,Drama,,324976.0,,2013
2990,2010-12-31 00:00:00,Camp Hell,Horror,,0.0,,2010
2991,1994-08-26 00:00:00,Camp Nowhere,Comedy,,10442641.0,,1994
2992,2008-08-19 00:00:00,Camp Rock,,,0.0,,2008
2993,2010-09-07 00:00:00,Camp Rock 2: The Final Jam,Musical,,0.0,,2010
2994,2012-08-10 00:00:00,The Campaign,Comedy,,86907746.0,Play,2012
2995,2010-12-31 00:00:00,Camping 2,Comedy,,0.0,,2010
2996,2004-07-16 00:00:00,Camping Sauvage,Comedy,4600000.0,3479302.0,,2004
2997,2010-12-31 00:00:00,Campus Radio,Drama,,0.0,,2010
2998,2014-07-04 00:00:00,Begin Again,Drama,,0.0,,2014
2999,2007-02-02 00:00:00,Can Mr. Smith Get to Washington Anymore?,Documentary,,0.0,,2007
3000,1987-08-14 00:00:00,Can't Buy Me Love,Romantic Comedy,,31623833.0,,1987
3001,1980-01-01 00:00:00,Can't Stop the Music,Musical,20000000.0,2000000.0,,1980
3002,2012-03-22 00:00:00,'CAN U FEEL IT - The UMF Experience,Concert/Performance,,0.0,,2012
3003,1995-09-22 00:00:00,Canadian Bacon,Comedy,,178104.0,,1995
3004,1968-12-17 00:00:00,Candy,Comedy,,16408286.0,,1968
3005,2006-11-17 00:00:00,Candy,Drama,,45128.0,,2006
3006,1992-10-16 00:00:00,Candyman,Horror,,25554348.0,,1992
3007,1995-03-17 00:00:00,Candyman: Farewell to Flesh,Horror,,13916665.0,,1995
3008,2010-12-31 00:00:00,Cane Toads: The Conquest,,,0.0,,2010
3009,1999-09-01 00:00:00,Cannabis 101,,,74252.0,,1999
3010,1982-02-12 00:00:00,Cannery Row,Comedy,,2638311.0,,1982
3011,1970-12-31 00:00:00,Cannon For Cordoba,Western,,0.0,,1970
3012,1976-07-01 00:00:00,Cannonball!,,,0.0,,1976
3013,1984-06-29 00:00:00,Cannonball Run II,Comedy,,28100000.0,,1984
3014,1981-06-19 00:00:00,The Cannonball Run,Action,,57498710.0,,1981
3015,1998-06-12 00:00:00,Can't Hardly Wait,Comedy,10000000.0,25358996.0,,1998
3016,2007-08-01 00:00:00,El Cantante,Drama,,7556004.0,,2007
3017,2007-10-12 00:00:00,Canvas,Drama,,35630.0,,2007
3018,2009-10-23 00:00:00,The Canyon,Thriller/Suspense,,1785.0,,2009
3019,2013-08-02 00:00:00,The Canyons,Thriller/Suspense,250000.0,59671.0,,2013
3020,2009-06-26 00:00:00,Caos Calmo,Drama,,11434.0,,2009
3021,1991-11-15 00:00:00,Cape Fear,Thriller/Suspense,35000000.0,79091969.0,,1991
3022,2008-12-31 00:00:00,Cape No. 7,Romantic Comedy,,0.0,,2008
3023,2005-11-11 00:00:00,Cape of Good Hope,Comedy,,25325.0,,2005
3024,2013-10-25 00:00:00,Le Capital,Drama,,22400.0,,2013
3025,2009-09-23 00:00:00,Capitalism: A Love Story,Documentary,20000000.0,14363397.0,Play,2009
3026,2005-09-30 00:00:00,Capote,Drama,7000000.0,28750530.0,,2005
3027,2009-04-21 00:00:00,Caprica,,,0.0,,2009
3028,1967-06-07 00:00:00,Caprice,Comedy,,4075000.0,,1967
3029,2009-12-31 00:00:00,Captain Abu Raed,,,0.0,Play,2009
3030,2011-07-22 00:00:00,Captain America: The First Avenger,Action,140000000.0,176654505.0,Play,2011
3031,2013-05-21 00:00:00,Captain America,Action,,0.0,,2013
3032,2014-04-04 00:00:00,Captain America: The Winter Soldier,Action,170000000.0,0.0,Play,2014
3033,2001-08-17 00:00:00,Captain Corelli's Mandolin,Drama,57000000.0,25528495.0,,2001
3034,1951-01-01 00:00:00,Captain Horatio Hornblower R.N.,Action,,6000000.0,,1951
3035,2013-10-11 00:00:00,Captain Phillips,Drama,55000000.0,107136417.0,Play,2013
3036,1992-09-18 00:00:00,Captain Ron,Comedy,,22518097.0,,1992
3037,2010-04-21 00:00:00,Captain Salvation,Drama,,0.0,,2010
3038,2014-12-31 00:00:00,The Captive,Thriller/Suspense,,0.0,,2014
3039,1996-05-03 00:00:00,Captives,Drama,,5000.0,,1996
3040,2007-07-13 00:00:00,Captivity,Horror,,2686800.0,,2007
3041,2003-05-30 00:00:00,Capturing the Friedmans,Documentary,,3117985.0,,2003
3042,1994-01-28 00:00:00,"Car 54, Where Are You?",Comedy,,1238080.0,,1994
3043,2011-12-31 00:00:00,La Cara Oculta,,,0.0,,2011
3044,2011-02-11 00:00:00,Carancho,Drama,,85526.0,,2011
3045,2004-05-14 00:00:00,Carandiru,Drama,,213954.0,,2004
3046,2002-04-16 00:00:00,Caravaggio,Drama,,3151.0,,2002
3047,1978-01-01 00:00:00,Caravans,Adventure,14000000.0,1000000.0,,1978
3048,1981-09-25 00:00:00,Carbon Copy,Comedy,,8400000.0,,1981
3049,2010-05-07 00:00:00,Carbon Nation,Documentary,,1470.0,,2010
3050,1963-12-12 00:00:00,The Cardinal,Drama,,11170588.0,,1963
3051,1987-01-01 00:00:00,The Care Bears Adventure in Wonderland,Comedy,,2000000.0,,1987
3052,2010-02-16 00:00:00,Care Bears: Adventures in Care-a-lot,Adventure,,0.0,,2010
3053,2010-02-16 00:00:00,"Care Bears: Cheer, There & Everywhere",Adventure,,0.0,,2010
3054,2010-02-16 00:00:00,Care Bears: Festival of Fun,Action,,0.0,,2010
3055,2010-01-05 00:00:00,Care Bears: Hearts at Sea,Adventure,,0.0,,2010
3056,2010-01-12 00:00:00,Care Bears: Helping Hearts,Adventure,,0.0,,2010
3057,1986-03-07 00:00:00,Care Bears Movie II: A New Generation,Comedy,,8540346.0,,1986
3058,1985-03-29 00:00:00,The Care Bears Movie,Adventure,,23934000.0,,1985
3059,2007-08-03 00:00:00,Care Bears: Oopsy Does It!,Adventure,,0.0,,2007
3060,2010-05-04 00:00:00,Care Bears: Share-a-Lot in Care-a-Lot,Adventure,,0.0,,2010
3061,1997-08-08 00:00:00,Career Girls,Comedy,,2506039.0,,1997
3062,1991-03-29 00:00:00,Career Opportunities,Romantic Comedy,,10986645.0,,1991
3063,1984-06-15 00:00:00,"Careful, He Might Hear You",Drama,,0.0,,1984
3064,2014-12-31 00:00:00,Careful What You Wish For,Thriller/Suspense,,0.0,,2014
3065,2008-12-31 00:00:00,Caregiver,Drama,,0.0,,2008
3066,1998-09-01 00:00:00,The Caretakers,Drama,,0.0,,1998
3067,2011-10-21 00:00:00,Cargo,Drama,,0.0,,2011
3068,2010-12-31 00:00:00,Carjacked,Thriller/Suspense,,0.0,,2010
3069,2012-04-29 00:00:00,Carl,Horror,,2592.0,,2012
3070,1997-05-15 00:00:00,Carla's Song,Drama,,5000.0,,1997
3071,1993-11-10 00:00:00,Carlito's Way,Drama,,36516012.0,,1993
3072,2005-09-27 00:00:00,Carlito's Way: Rise to Power,Drama,,0.0,,2005
3073,2008-12-31 00:00:00,Carlitos y el campo de los seños,,,0.0,,2008
3074,2010-10-15 00:00:00,Carlos,Drama,18000000.0,145526.0,,2010
3075,2004-03-05 00:00:00,Carlos Castaneda: Enigma of a Sorcerer,Documentary,,96638.0,,2004
3076,2007-02-27 00:00:00,Carlos Santana & Wayne Shorter - Live at Montreux,Concert/Performance,,0.0,,2007
3077,2001-03-02 00:00:00,Carman: The Champion,Drama,,1743863.0,,2001
3078,2011-03-05 00:00:00,Carmen 3D,Drama,,0.0,,2011
3079,2009-03-13 00:00:00,Carmen and Geoffrey,,,14130.0,,2009
3080,2013-12-03 00:00:00,Carmen Jones,Drama,,0.0,,2013
3081,2010-10-15 00:00:00,Carmo,Drama,,1512.0,,2010
3082,2011-12-16 00:00:00,Carnage,Drama,,2546747.0,Play,2011
3083,2003-09-05 00:00:00,Carnages,Drama,,60158.0,,2003
3084,1971-01-01 00:00:00,Carnal Knowledge,Drama,,28623000.0,,1971
3085,2012-02-24 00:00:00,Carne de neon,Thriller/Suspense,,0.0,,2012
3086,1998-01-16 00:00:00,Carne trémula,Drama,,1535558.0,,1998
3087,2009-12-31 00:00:00,Carnera: The Walking Mountain,,,0.0,,2009
3088,2010-10-12 00:00:00,Carnies,Drama,,0.0,,2010
3089,2002-12-31 00:00:00,Carnival Knowledge,,,0.0,,2002
3090,1996-12-31 00:00:00,Carnival of Wolves,,,0.0,,1996
3091,2009-05-26 00:00:00,Carnivorous,,,0.0,,2009
3092,1993-05-21 00:00:00,Carnosaur,Horror,,1753979.0,,1993
3093,1980-05-23 00:00:00,Carny,Drama,,1817720.0,,1980
3094,2012-01-20 00:00:00,Carol Channing: Larger Than Life,Documentary,,20370.0,,2012
3095,2013-05-03 00:00:00,Caroline and Jackie,Drama,,0.0,,2013
3096,1964-04-09 00:00:00,The Carpetbaggers,Drama,,28409547.0,,1964
3097,1996-08-23 00:00:00,Carpool,Comedy,,3325651.0,,1996
3098,1976-11-16 00:00:00,Carrie,Horror,1800000.0,25878153.0,,1976
3099,2013-10-18 00:00:00,Carrie,Horror,30000000.0,35266619.0,Play,2013
3100,1996-03-29 00:00:00,Carried Away,Drama,,0.0,,1996
3101,2009-09-04 00:00:00,Carriers,Thriller/Suspense,,104352.0,Play,2009
3102,1995-11-10 00:00:00,Carrington,Drama,,3242342.0,,1995
3103,2006-06-09 00:00:00,Cars,Comedy,70000000.0,244082982.0,,2006
3104,2011-06-24 00:00:00,Cars 2,Adventure,200000000.0,191450875.0,Play,2011
3105,2007-12-31 00:00:00,La Carta Esferica,,,0.0,,2007
3106,2011-12-31 00:00:00,Cartagena,Action,,0.0,,2011
3107,2012-06-08 00:00:00,Cartas a Elena,Drama,,8511.0,,2012
3108,2011-12-31 00:00:00,El Cartel De Los Sapos,,,0.0,,2011
3109,2010-04-16 00:00:00,The Cartel,Documentary,,6569.0,,2010
3110,2011-12-31 00:00:00,Cartel War,,,0.0,,2011
3111,2012-12-31 00:00:00,Cartoon Network: Ben 10: Destory all Aliens,Adventure,,0.0,,2012
3112,2008-01-25 00:00:00,A Casa de Alice,Drama,,61678.0,,2008
3113,2006-08-11 00:00:00,Casa de Areia,Drama,3750000.0,539285.0,,2006
3114,2003-09-19 00:00:00,Casa de los Babys,Drama,,475940.0,,2003
3115,2012-03-16 00:00:00,Casa de mi Padre,Comedy,6000000.0,5909483.0,Play,2012
3116,2011-05-06 00:00:00,La casa muda,Horror,,0.0,,2011
3117,1943-01-23 00:00:00,Casablanca,Drama,1039000.0,10462500.0,,1943
3118,2005-12-25 00:00:00,Casanova,Drama,,11304403.0,,2005
3119,1954-04-17 00:00:00,Casanova's Big Night,Comedy,,3500000.0,,1954
3120,2010-10-01 00:00:00,Case 39,Horror,27000000.0,13261851.0,Play,2010
3121,2011-12-31 00:00:00,Case départ,Comedy,,0.0,,2011
3122,2006-07-21 00:00:00,The Case of the Grinning Cat,Documentary,200000.0,7033.0,,2006
3123,2013-11-06 00:00:00,A Case of You,Romantic Comedy,,0.0,,2013
3124,1978-01-01 00:00:00,Casey's Shadow,Drama,,8000000.0,,1978
3125,2007-08-03 00:00:00,Cash,Action,,0.0,,2007
3126,2008-12-31 00:00:00,Ca$h,Comedy,,0.0,,2008
3127,2010-03-26 00:00:00,Ca$h,Thriller/Suspense,7000000.0,46488.0,,2010
3128,2010-10-01 00:00:00,Cash Crop,Documentary,,0.0,,2010
3129,2007-07-20 00:00:00,Cashback,Comedy,,25343.0,,2007
3130,2009-08-21 00:00:00,Casi Divas,,,46612.0,,2009
3131,1995-11-22 00:00:00,Casino,Drama,52000000.0,42438300.0,,1995
3132,2010-12-17 00:00:00,Casino Jack,Thriller/Suspense,12500000.0,2039869.0,Play,2010
3133,2010-05-07 00:00:00,Casino Jack and the United States of Money,Documentary,,176865.0,,2010
3134,1967-04-28 00:00:00,Casino Royale,Comedy,12000000.0,22744718.0,,1967
3135,2006-11-17 00:00:00,Casino Royale,Action,102000000.0,167365000.0,,2006
3136,1995-05-26 00:00:00,Casper,Comedy,55000000.0,100328194.0,,1995
3137,2011-12-31 00:00:00,Cassadaga,Horror,,0.0,,2011
3138,2008-01-18 00:00:00,Cassandra's Dream,Drama,,973018.0,,2008
3139,2014-05-16 00:00:00,Casse-tete chinois,Romantic Comedy,,0.0,,2014
3140,2000-12-22 00:00:00,Cast Away,Drama,85000000.0,233632142.0,,2000
3141,2007-05-11 00:00:00,Casting About,Documentary,,6922.0,,2007
3142,2012-12-31 00:00:00,Casting By,Documentary,,0.0,,2012
3143,2010-03-02 00:00:00,Castle in the Sky,Adventure,,0.0,,2010
3144,1999-05-07 00:00:00,The Castle,Comedy,,1007834.0,,1999
3145,2011-12-31 00:00:00,Castro's Daughter,Drama,,0.0,,2011
3146,1988-04-22 00:00:00,Casual Sex?,Comedy,,12277096.0,,1988
3147,1989-08-18 00:00:00,Casualties of War,Drama,,18468714.0,,1989
3148,1965-06-24 00:00:00,Cat Ballou,Comedy,,20666667.0,,1965
3149,2008-12-31 00:00:00,Cat City,,,0.0,,2008
3150,2003-11-21 00:00:00,The Cat in the Hat,Comedy,109000000.0,101018283.0,,2003
3151,1958-09-20 00:00:00,Cat on a Hot Tin Roof,Drama,3000000.0,17570324.0,,1958
3152,1942-11-16 00:00:00,Cat People,Drama,134000.0,4000000.0,,1942
3153,1982-04-02 00:00:00,Cat People,Drama,12500000.0,7000000.0,,1982
3154,2011-04-01 00:00:00,Cat Run,Comedy,,30100.0,Play,2011
3155,2010-11-08 00:00:00,Cat-Women of the Moon,Thriller/Suspense,,0.0,,2010
3156,2011-12-31 00:00:00,Catalonia,Drama,,0.0,,2011
3157,1970-06-24 00:00:00,Catch-22,Comedy,18000000.0,24911670.0,,1970
3158,2011-12-09 00:00:00,Catch .44,Drama,,0.0,,2011
3159,2006-10-27 00:00:00,Catch a Fire,Thriller/Suspense,14000000.0,4299773.0,,2006
3160,2007-01-26 00:00:00,Catch and Release,Romantic Comedy,,15432542.0,,2007
3161,2002-12-25 00:00:00,Catch Me if You Can,Drama,52000000.0,164606800.0,,2002
3162,2004-02-06 00:00:00,Catch That Kid,Adventure,18000000.0,16703799.0,,2004
3163,2008-10-03 00:00:00,Catch Your Mind,Drama,,0.0,,2008
3164,2000-12-31 00:00:00,The Catcher,,,0.0,,2000
3165,2011-10-19 00:00:00,The Catechism Cataclysm,Comedy,,4373.0,,2011
3166,2005-06-03 00:00:00,Caterina va in città,Drama,,295466.0,,2005
3167,2010-09-17 00:00:00,Catfish,Documentary,,3237343.0,Play,2010
3168,2000-06-09 00:00:00,Catfish in Black Bean Sauce,Comedy,,1315573.0,,2000
3169,1997-09-05 00:00:00,Catherine's Grove,Drama,,26641.0,,1997
3170,1999-08-31 00:00:00,Cats,Concert/Performance,,0.0,,1999
3171,2001-07-04 00:00:00,Cats & Dogs,Comedy,60000000.0,93375151.0,,2001
3172,2010-07-30 00:00:00,Cats & Dogs: The Revenge of Kitty Galore,Comedy,85000000.0,45539292.0,Play,2010
3173,1997-03-26 00:00:00,Cats Don't Dance,Musical,32000000.0,3588602.0,,1997
3174,1985-04-12 00:00:00,Cat's Eye,Horror,,9000000.0,,1985
3175,2002-04-12 00:00:00,The Cat's Meow,Drama,,3176936.0,,2002
3176,2007-03-02 00:00:00,"Cats of Mirikitan, The",,,38925.0,,2007
3177,1981-04-24 00:00:00,Cattle Annie and Little Britches,Drama,,115679.0,,1981
3178,2004-07-23 00:00:00,Catwoman,Action,100000000.0,40202379.0,,2004
3179,2013-10-25 00:00:00,Caucus,Documentary,,9796.0,,2013
